date,time,item_name,transaction_type,own_cup,surcharge,customer_id
2022-01-04,12:11:21,Iced Matcha Latte,Takeout,False,False,4153
2022-01-04,12:21:59,Latte,Dine-in,False,False,24667
2022-01-04,12:49:20,Cappuccino,Takeout,False,False,27416
2022-01-04,12:53:50,Chai Latte,Takeout,False,False,3039
2022-01-04,13:00:35,Iced Matcha Latte,Takeout,False,False,9085
2022-01-04,13:39:47,Iced Matcha Latte,Takeout,False,False,28346
2022-01-04,14:06:45,Iced Matcha Latte,Takeout,False,False,9783
2022-01-04,14:14:19,Iced Matcha Latte,Takeout,True,False,22786
2022-01-04,14:22:53,Iced Matcha Latte,Takeout,False,False,28485
2022-01-04,14:49:43,Chai Latte,Takeout,True,False,18443
2022-01-05,07:51:40,Iced Matcha Latte,Takeout,False,False,6181
2022-01-05,08:25:53,Cold Brew,Takeout,False,False,20553
2022-01-05,08:43:48,Chai Latte,Takeout,True,False,28586
2022-01-05,08:55:10,Green Tea,Takeout,True,False,19002
2022-01-05,09:04:35,Espresso,Takeout,True,False,18747
2022-01-05,09:21:58,Matcha Latte,Takeout,False,False,15605
2022-01-05,09:35:33,Chai Latte,Takeout,True,False,29587
2022-01-05,09:38:39,Cappuccino,Takeout,False,False,8577
2022-01-05,09:53:23,Latte,Takeout,True,False,14571
2022-01-05,09:53:54,Hot Chocolate,Takeout,True,False,5900
2022-01-05,10:04:10,Americano,Takeout,True,False,28392
2022-01-05,10:24:26,Hot Chocolate,Takeout,True,False,15371
2022-01-05,10:37:44,Green Tea,Takeout,True,False,7454
2022-01-05,10:38:27,Cold Brew,Dine-in,False,False,23550
2022-01-05,11:17:12,Hot Chocolate,Dine-in,True,False,11005
2022-01-05,11:17:32,Iced Coffee,Takeout,False,False,14719
2022-01-05,11:22:01,Cold Brew,Takeout,False,False,18789
2022-01-05,11:25:11,Iced Matcha Latte,Dine-in,False,False,25232
2022-01-05,12:38:48,Green Tea,Dine-in,True,False,21936
2022-01-05,12:46:22,Cold Brew,Takeout,False,False,9830
2022-01-05,12:56:00,Green Tea,Takeout,True,False,24899
2022-01-05,12:59:07,Iced Matcha Latte,Takeout,False,False,14490
2022-01-05,14:43:24,Americano,Dine-in,True,False,15238
2022-01-05,14:54:25,Mocha,Takeout,False,False,7742
2022-01-05,14:58:21,Americano,Takeout,False,False,11924
2022-01-05,15:13:54,Iced Matcha Latte,Takeout,True,False,8213
2022-01-05,15:22:28,Cold Brew,Dine-in,False,False,9626
2022-01-06,07:22:45,Iced Latte,Dine-in,False,False,11868
2022-01-06,07:25:12,Chai Latte,Takeout,False,False,10258
2022-01-06,07:30:15,Americano,Takeout,True,False,27719
2022-01-06,08:09:31,Green Tea,Dine-in,False,False,2465
2022-01-06,08:55:29,Cold Brew,Takeout,False,False,11377
2022-01-06,09:24:03,Latte,Dine-in,False,False,26894
2022-01-06,09:45:15,Iced Coffee,Dine-in,True,False,8372
2022-01-06,09:53:13,Latte,Dine-in,True,False,4634
2022-01-06,10:10:08,Latte,Takeout,False,False,15866
2022-01-06,10:43:02,Cold Brew,Takeout,False,False,20890
2022-01-06,10:55:08,Mocha,Takeout,True,False,23375
2022-01-06,11:19:46,Americano,Takeout,True,False,14205
2022-01-06,11:19:46,Coffee Beans (1 lb),Takeout,N/A,False,14205
2022-01-06,11:34:34,Cappuccino,Takeout,True,False,10167
2022-01-06,11:41:19,Green Tea,Takeout,False,False,10688
2022-01-06,11:43:24,Cappuccino,Takeout,False,False,9613
2022-01-06,11:51:03,Americano,Dine-in,False,False,25377
2022-01-06,12:29:48,Americano,Takeout,True,False,23809
2022-01-06,12:38:04,Chai Latte,Takeout,False,False,27360
2022-01-06,12:52:24,Iced Coffee,Dine-in,False,False,23550
2022-01-07,07:05:36,Chai Latte,Takeout,False,False,24115
2022-01-07,07:17:15,Green Tea,Dine-in,False,False,10572
2022-01-07,07:36:52,Matcha Latte,Dine-in,True,False,18265
2022-01-07,07:58:00,Cappuccino,Dine-in,True,False,24433
2022-01-07,07:59:08,Latte,Dine-in,True,False,16928
2022-01-07,07:59:36,Latte,Takeout,True,False,26455
2022-01-07,08:04:41,Cappuccino,Takeout,True,False,23550
2022-01-07,08:21:13,Iced Latte,Takeout,False,False,24356
2022-01-07,08:36:20,Iced Latte,Takeout,False,False,26094
2022-01-07,08:50:54,Chai Latte,Takeout,True,False,19591
2022-01-07,08:58:34,Iced Matcha Latte,Takeout,False,False,27179
2022-01-07,09:01:13,Chai Latte,Takeout,False,False,8192
2022-01-07,09:12:55,Iced Latte,Dine-in,True,False,19026
2022-01-07,09:40:43,Americano,Takeout,False,False,28312
2022-01-07,09:56:24,Chai Latte,Takeout,True,False,11609
2022-01-07,10:28:36,Mocha,Takeout,False,False,18085
2022-01-07,10:30:41,Iced Latte,Dine-in,True,False,22643
2022-01-07,10:36:05,Flat White,Takeout,False,False,1029
2022-01-07,11:20:54,Iced Matcha Latte,Takeout,False,False,15371
2022-01-07,11:24:21,Iced Coffee,Takeout,False,False,19511
2022-01-07,11:24:52,Chai Latte,Takeout,False,False,9563
2022-01-07,11:39:44,Iced Latte,Takeout,True,False,4723
2022-01-07,11:45:32,Cappuccino,Takeout,False,False,1709
2022-01-07,11:49:44,Mocha,Takeout,False,False,13903
2022-01-07,12:49:17,Mocha,Dine-in,False,False,21080
2022-01-07,12:49:26,Chai Latte,Takeout,True,False,4147
2022-01-07,13:06:35,Iced Matcha Latte,Dine-in,True,False,29566
2022-01-07,13:46:33,Iced Latte,Takeout,True,False,20890
2022-01-07,13:46:33,Coffee Beans (1 lb),Takeout,N/A,False,20890
2022-01-07,15:02:40,Iced Coffee,Takeout,False,False,20829
2022-01-07,15:21:32,Iced Latte,Takeout,False,False,13087
2022-01-07,15:31:16,Green Tea,Takeout,True,False,4580
2022-01-08,07:49:31,Espresso,Dine-in,True,False,24401
2022-01-08,07:51:53,Iced Latte,Takeout,False,False,24356
2022-01-08,07:55:43,Americano,Takeout,False,False,23767
2022-01-08,08:34:32,Iced Coffee,Dine-in,False,False,3591
2022-01-08,08:41:25,Flat White,Takeout,True,False,4147
2022-01-08,08:47:43,Flat White,Takeout,True,False,3096
2022-01-08,09:11:38,Iced Latte,Takeout,False,False,5449
2022-01-08,09:33:42,Iced Coffee,Takeout,False,False,26719
2022-01-08,09:48:53,Iced Matcha Latte,Takeout,True,False,3339
2022-01-08,09:56:37,Iced Matcha Latte,Takeout,False,False,14571
2022-01-08,09:58:18,Espresso,Dine-in,False,False,2763
2022-01-08,10:17:21,Hot Chocolate,Takeout,False,False,14685
2022-01-08,11:01:16,Iced Coffee,Dine-in,False,False,13614
2022-01-08,11:25:33,Latte,Takeout,True,False,26558
2022-01-08,12:01:44,Cappuccino,Takeout,False,False,25702
2022-01-08,12:24:19,Cappuccino,Takeout,True,False,20245
2022-01-09,07:38:50,Cappuccino,Takeout,False,False,24356
2022-01-09,07:51:55,Flat White,Takeout,True,False,14571
2022-01-09,08:50:43,Matcha Latte,Dine-in,True,False,14555
2022-01-09,09:17:23,Iced Matcha Latte,Dine-in,False,False,9899
2022-01-09,09:34:32,Chai Latte,Dine-in,False,False,18740
2022-01-09,09:42:22,Americano,Dine-in,True,False,21895
2022-01-09,09:51:13,Mocha,Takeout,True,False,9163
2022-01-09,09:58:30,Iced Matcha Latte,Dine-in,False,False,10167
2022-01-09,10:03:59,Chai Latte,Takeout,True,False,1430
2022-01-09,10:10:52,Cold Brew,Dine-in,True,False,20345
2022-01-09,10:35:56,Iced Latte,Takeout,False,False,8559
2022-01-09,12:59:43,Green Tea,Takeout,True,False,21336
2022-01-09,13:43:36,Chai Latte,Dine-in,False,False,20007
2022-01-09,13:53:18,Iced Matcha Latte,Takeout,True,False,26483
2022-01-09,14:33:42,Hot Chocolate,Takeout,False,False,11879
2022-01-09,15:59:19,Matcha Latte,Dine-in,True,False,2707
2022-01-10,07:26:11,Mocha,Takeout,True,False,2459
2022-01-10,07:33:36,Iced Matcha Latte,Takeout,False,False,22589
2022-01-10,07:34:59,Chai Latte,Dine-in,False,False,4170
2022-01-10,07:37:29,Green Tea,Takeout,False,False,27260
2022-01-10,07:56:20,Cold Brew,Dine-in,True,False,28509
2022-01-10,08:07:38,Cappuccino,Takeout,True,False,24356
2022-01-10,08:12:53,Iced Latte,Takeout,False,False,7841
2022-01-10,08:18:36,Cappuccino,Dine-in,False,False,29659
2022-01-10,08:48:03,Cold Brew,Dine-in,False,False,951
2022-01-10,09:11:10,Espresso,Takeout,False,False,22482
2022-01-10,09:20:22,Chai Latte,Takeout,False,False,28495
2022-01-10,09:27:19,Iced Matcha Latte,Takeout,True,False,29754
2022-01-10,09:31:26,Chai Latte,Dine-in,True,False,6168
2022-01-10,09:32:04,Mocha,Dine-in,False,False,2674
2022-01-10,09:33:18,Iced Coffee,Takeout,False,False,26368
2022-01-10,09:39:37,Chai Latte,Takeout,False,False,9163
2022-01-10,10:42:00,Mocha,Takeout,True,False,9440
2022-01-10,11:14:46,Americano,Takeout,True,False,7608
2022-01-10,11:52:33,Chai Latte,Takeout,True,False,24667
2022-01-10,11:54:33,Matcha Latte,Takeout,False,False,3760
2022-01-10,12:42:58,Cold Brew,Dine-in,False,False,2876
2022-01-10,13:30:01,Green Tea,Takeout,False,False,25787
2022-01-11,07:00:12,Iced Matcha Latte,Dine-in,False,False,14037
2022-01-11,07:01:48,Flat White,Takeout,False,False,7226
2022-01-11,07:17:57,Matcha Latte,Dine-in,True,False,10167
2022-01-11,07:19:12,Iced Coffee,Takeout,False,False,24356
2022-01-11,07:19:12,Reusable Coffee Cup,Takeout,N/A,False,24356
2022-01-11,07:20:38,Iced Coffee,Takeout,False,False,12418
2022-01-11,07:48:32,Espresso,Takeout,True,False,9707
2022-01-11,08:11:33,Iced Matcha Latte,Dine-in,False,False,3246
2022-01-11,08:55:39,Cold Brew,Dine-in,False,False,23258
2022-01-11,09:03:57,Iced Coffee,Takeout,False,False,22138
2022-01-11,09:39:06,Iced Matcha Latte,Takeout,False,False,1306
2022-01-11,09:39:12,Flat White,Takeout,True,False,25049
2022-01-11,09:57:48,Latte,Takeout,True,False,21129
2022-01-11,10:18:05,Hot Chocolate,Takeout,False,False,1997
2022-01-11,10:45:18,Green Tea,Dine-in,False,False,1219
2022-01-11,11:09:32,Americano,Dine-in,True,False,28770
2022-01-11,11:19:54,Mocha,Dine-in,False,False,27360
2022-01-11,11:21:45,Green Tea,Dine-in,True,False,3760
2022-01-11,11:43:36,Iced Matcha Latte,Takeout,False,False,11264
2022-01-11,11:54:56,Chai Latte,Takeout,False,False,1954
2022-01-11,12:01:06,Espresso,Takeout,True,False,11298
2022-01-11,12:07:04,Green Tea,Takeout,True,False,13252
2022-01-11,12:09:51,Mocha,Takeout,False,False,3096
2022-01-11,12:32:35,Iced Matcha Latte,Takeout,False,False,16702
2022-01-11,13:09:08,Iced Coffee,Takeout,False,False,4723
2022-01-11,13:44:07,Iced Coffee,Takeout,False,False,22852
2022-01-11,14:09:13,Iced Matcha Latte,Takeout,True,False,14868
2022-01-11,14:16:22,Matcha Latte,Takeout,False,False,10211
2022-01-11,15:37:28,Green Tea,Takeout,False,False,23825
2022-01-12,07:12:49,Green Tea,Takeout,True,False,456
2022-01-12,07:13:01,Hot Chocolate,Takeout,False,False,28495
2022-01-12,07:19:29,Espresso,Dine-in,True,False,4723
2022-01-12,07:28:53,Flat White,Takeout,True,False,26287
2022-01-12,07:59:35,Americano,Takeout,True,False,1387
2022-01-12,08:10:35,Matcha Latte,Takeout,False,False,17910
2022-01-12,08:11:54,Mocha,Dine-in,True,False,28316
2022-01-12,08:16:32,Espresso,Takeout,False,False,14433
2022-01-12,08:22:54,Hot Chocolate,Takeout,False,False,15358
2022-01-12,08:30:44,Iced Latte,Takeout,False,False,12669
2022-01-12,08:31:37,Espresso,Dine-in,False,False,25377
2022-01-12,08:47:24,Mocha,Dine-in,True,False,5900
2022-01-12,08:47:24,Coffee Beans (1 lb),Dine-in,N/A,False,5900
2022-01-12,09:08:10,Latte,Takeout,False,False,6220
2022-01-12,09:11:36,Green Tea,Dine-in,True,False,12535
2022-01-12,09:52:37,Hot Chocolate,Takeout,False,False,14571
2022-01-12,09:52:37,Reusable Coffee Cup,Takeout,N/A,False,14571
2022-01-12,09:56:14,Latte,Dine-in,True,False,7362
2022-01-12,10:08:10,Mocha,Takeout,False,False,25702
2022-01-12,11:03:59,Espresso,Takeout,True,False,20890
2022-01-12,11:09:52,Americano,Dine-in,True,False,15224
2022-01-12,11:20:27,Iced Coffee,Takeout,False,False,11641
2022-01-12,11:57:46,Latte,Dine-in,True,False,1430
2022-01-12,12:06:26,Cold Brew,Takeout,False,False,25413
2022-01-12,13:22:31,Green Tea,Takeout,True,False,23550
2022-01-12,14:02:31,Iced Matcha Latte,Takeout,True,False,13858
2022-01-12,14:03:13,Hot Chocolate,Takeout,False,False,15371
2022-01-12,14:53:04,Iced Coffee,Takeout,True,False,18015
2022-01-12,14:56:59,Iced Coffee,Takeout,False,False,7223
2022-01-12,15:23:41,Hot Chocolate,Dine-in,False,False,19537
2022-01-13,07:02:41,Green Tea,Dine-in,True,False,26658
2022-01-13,07:03:50,Iced Matcha Latte,Dine-in,False,False,841
2022-01-13,07:11:59,Mocha,Dine-in,False,False,24899
2022-01-13,07:11:59,Reusable Coffee Cup,Dine-in,N/A,False,24899
2022-01-13,07:23:22,Green Tea,Takeout,True,False,12876
2022-01-13,07:25:11,Americano,Takeout,True,False,18025
2022-01-13,07:29:02,Iced Coffee,Dine-in,False,False,3773
2022-01-13,07:43:39,Chai Latte,Dine-in,False,False,9115
2022-01-13,07:54:11,Iced Matcha Latte,Dine-in,True,False,17404
2022-01-13,07:59:18,Matcha Latte,Takeout,True,False,10167
2022-01-13,08:00:46,Mocha,Takeout,True,False,12549
2022-01-13,08:36:48,Iced Latte,Takeout,False,False,16696
2022-01-13,08:53:32,Green Tea,Dine-in,True,False,4147
2022-01-13,09:05:11,Iced Matcha Latte,Dine-in,False,False,6724
2022-01-13,09:09:00,Matcha Latte,Takeout,True,False,29566
2022-01-13,09:23:10,Iced Latte,Takeout,False,False,401
2022-01-13,09:23:15,Flat White,Takeout,False,False,28495
2022-01-13,09:23:15,Coffee Beans (1 lb),Takeout,N/A,False,28495
2022-01-13,09:48:04,Cold Brew,Takeout,False,False,13649
2022-01-13,10:03:15,Green Tea,Takeout,False,False,7608
2022-01-13,11:02:35,Mocha,Takeout,False,False,22208
2022-01-13,11:05:11,Matcha Latte,Takeout,True,False,28805
2022-01-13,11:05:11,Reusable Coffee Cup,Takeout,N/A,False,28805
2022-01-13,11:07:52,Chai Latte,Dine-in,False,False,27166
2022-01-13,11:42:35,Americano,Dine-in,True,False,15371
2022-01-13,12:13:38,Espresso,Takeout,False,False,24558
2022-01-13,12:38:24,Hot Chocolate,Takeout,False,False,12496
2022-01-13,12:40:38,Iced Matcha Latte,Takeout,False,False,13126
2022-01-13,12:42:29,Latte,Takeout,False,False,27360
2022-01-13,12:55:53,Cappuccino,Takeout,False,False,24463
2022-01-13,13:17:08,Green Tea,Takeout,False,False,26364
2022-01-13,13:53:39,Iced Latte,Dine-in,False,False,4707
2022-01-13,14:59:38,Matcha Latte,Dine-in,False,False,24528
2022-01-13,15:43:02,Iced Matcha Latte,Takeout,False,False,17910
2022-01-14,07:06:39,Chai Latte,Dine-in,True,False,16892
2022-01-14,07:09:15,Iced Latte,Dine-in,False,False,25747
2022-01-14,07:10:32,Latte,Takeout,False,False,21717
2022-01-14,07:28:59,Cappuccino,Takeout,True,False,27163
2022-01-14,07:37:07,Mocha,Takeout,False,False,21555
2022-01-14,07:42:43,Cappuccino,Takeout,False,False,7839
2022-01-14,07:57:47,Iced Matcha Latte,Dine-in,False,False,4446
2022-01-14,07:58:50,Iced Matcha Latte,Dine-in,False,False,10167
2022-01-14,08:02:36,Chai Latte,Takeout,False,False,904
2022-01-14,08:04:56,Americano,Takeout,False,False,8102
2022-01-14,08:06:57,Mocha,Dine-in,False,False,17382
2022-01-14,08:56:31,Iced Coffee,Dine-in,False,False,21770
2022-01-14,09:15:57,Cold Brew,Takeout,False,False,26233
2022-01-14,09:32:53,Iced Matcha Latte,Takeout,False,False,17910
2022-01-14,10:18:39,Cappuccino,Dine-in,True,False,20471
2022-01-14,10:20:14,Latte,Dine-in,True,False,4147
2022-01-14,11:01:43,Chai Latte,Takeout,False,False,19511
2022-01-14,11:06:53,Espresso,Takeout,True,False,6777
2022-01-14,11:21:19,Americano,Dine-in,False,False,25702
2022-01-14,11:31:36,Iced Latte,Takeout,False,False,10124
2022-01-14,11:40:44,Iced Latte,Takeout,True,False,9626
2022-01-14,11:41:06,Cappuccino,Dine-in,False,False,6230
2022-01-14,11:52:23,Americano,Takeout,True,False,10688
2022-01-14,12:06:17,Green Tea,Takeout,False,False,18308
2022-01-14,12:07:48,Green Tea,Dine-in,True,False,21303
2022-01-14,12:41:10,Mocha,Takeout,True,False,23623
2022-01-14,12:43:26,Matcha Latte,Takeout,False,False,27360
2022-01-14,12:43:26,Coffee Beans (1 lb),Takeout,N/A,False,27360
2022-01-14,13:17:32,Latte,Takeout,True,False,11519
2022-01-14,13:49:27,Latte,Dine-in,False,False,13386
2022-01-14,13:49:31,Americano,Takeout,False,False,22668
2022-01-14,14:02:39,Latte,Dine-in,True,False,29014
2022-01-14,14:06:12,Mocha,Dine-in,False,False,25264
2022-01-14,14:40:54,Cold Brew,Takeout,False,False,27719
2022-01-14,14:58:09,Matcha Latte,Takeout,True,False,9956
2022-01-14,15:02:11,Green Tea,Dine-in,False,False,11955
2022-01-15,07:12:43,Americano,Takeout,True,False,18632
2022-01-15,07:30:09,Cappuccino,Dine-in,False,False,18711
2022-01-15,07:57:58,Cold Brew,Takeout,False,False,27764
2022-01-15,08:15:36,Latte,Takeout,True,False,17005
2022-01-15,08:29:47,Green Tea,Dine-in,True,False,11609
2022-01-15,09:32:49,Iced Matcha Latte,Takeout,False,False,16259
2022-01-15,09:38:38,Americano,Takeout,False,False,15083
2022-01-15,09:44:25,Iced Coffee,Takeout,False,False,3881
2022-01-15,09:45:49,Iced Latte,Dine-in,True,False,2361
2022-01-15,10:08:00,Green Tea,Takeout,False,False,2887
2022-01-15,10:15:16,Hot Chocolate,Dine-in,False,False,20890
2022-01-15,10:15:16,Coffee Beans (1 lb),Dine-in,N/A,False,20890
2022-01-15,10:15:21,Green Tea,Takeout,False,False,26342
2022-01-15,10:42:23,Iced Coffee,Dine-in,True,False,29356
2022-01-15,10:51:01,Iced Latte,Dine-in,False,False,4942
2022-01-15,11:24:15,Cold Brew,Takeout,False,False,18308
2022-01-15,11:40:20,Americano,Dine-in,False,False,24356
2022-01-15,11:48:13,Chai Latte,Takeout,False,False,17036
2022-01-15,11:54:42,Iced Matcha Latte,Dine-in,False,False,28857
2022-01-15,11:54:42,Reusable Coffee Cup,Dine-in,N/A,False,28857
2022-01-15,12:16:56,Hot Chocolate,Takeout,False,False,2674
2022-01-15,13:07:09,Iced Latte,Takeout,False,False,1840
2022-01-15,14:16:29,Latte,Dine-in,True,False,26007
2022-01-15,14:17:56,Latte,Takeout,True,False,3225
2022-01-15,14:47:02,Flat White,Dine-in,False,False,28793
2022-01-15,15:57:42,Chai Latte,Takeout,False,False,11753
2022-01-16,07:31:41,Cold Brew,Takeout,False,False,20890
2022-01-16,08:12:06,Flat White,Takeout,False,False,14507
2022-01-16,09:10:44,Americano,Takeout,True,False,24356
2022-01-16,09:30:52,Americano,Takeout,True,False,5954
2022-01-16,09:54:02,Iced Matcha Latte,Takeout,False,False,22549
2022-01-16,10:15:25,Matcha Latte,Dine-in,True,False,8123
2022-01-16,10:27:54,Americano,Dine-in,True,False,2386
2022-01-16,10:38:35,Cappuccino,Takeout,False,False,2674
2022-01-16,10:53:33,Iced Matcha Latte,Takeout,False,False,904
2022-01-16,11:09:12,Latte,Dine-in,False,False,27719
2022-01-16,11:17:30,Chai Latte,Dine-in,True,False,10167
2022-01-16,11:21:41,Latte,Dine-in,False,False,20707
2022-01-16,12:45:08,Iced Matcha Latte,Takeout,False,False,23616
2022-01-16,14:17:21,Cappuccino,Takeout,True,False,4147
2022-01-16,15:24:10,Matcha Latte,Takeout,True,False,11135
2022-01-16,15:38:24,Latte,Takeout,False,False,29556
2022-01-17,07:22:03,Iced Matcha Latte,Takeout,False,False,7164
2022-01-17,07:29:56,Green Tea,Dine-in,True,False,17405
2022-01-17,07:46:50,Iced Latte,Takeout,False,False,28304
2022-01-17,08:04:40,Hot Chocolate,Takeout,False,False,29967
2022-01-17,08:19:43,Matcha Latte,Takeout,False,False,7796
2022-01-17,08:36:28,Espresso,Dine-in,True,False,16191
2022-01-17,08:47:17,Latte,Takeout,False,False,27360
2022-01-17,09:06:03,Green Tea,Takeout,False,False,23715
2022-01-17,09:11:23,Flat White,Takeout,False,False,24899
2022-01-17,09:11:23,Coffee Beans (1 lb),Takeout,N/A,False,24899
2022-01-17,09:19:26,Espresso,Dine-in,True,False,20133
2022-01-17,09:25:51,Iced Latte,Takeout,False,False,10561
2022-01-17,09:48:47,Hot Chocolate,Takeout,True,False,4371
2022-01-17,11:04:26,Mocha,Dine-in,False,False,25702
2022-01-17,11:44:06,Chai Latte,Takeout,True,False,22643
2022-01-17,11:56:11,Americano,Takeout,True,False,28049
2022-01-17,12:07:10,Matcha Latte,Takeout,False,False,22615
2022-01-17,12:24:27,Latte,Takeout,True,False,22740
2022-01-17,12:54:29,Latte,Takeout,False,False,24356
